name,link,ingredients,steps,nutrition,image_url
Old-Fashioned Swedish Glögg,https://www.allrecipes.com/recipe/180453/old-fashioned-swedish-glogg/,"{'quantity': '5', 'unit': '(750 milliliter) bottles', 'name': 'port wine'}, {'quantity': '1', 'unit': '(750 milliliter) bottle', 'name': '100 proof bourbon whiskey'}, {'quantity': '1', 'unit': '(750 milliliter) bottle', 'name': 'white rum'}, {'quantity': '1', 'unit': '(3-inch)', 'name': 'cinnamon stick'}, {'quantity': '1', 'unit': '(3-inch)', 'name': 'strip of orange peel'}, {'quantity': '4', 'unit': '', 'name': 'whole cloves'}, {'quantity': '3', 'unit': '', 'name': 'whole cardamom pods, cracked'}, {'quantity': '1', 'unit': None, 'name': '(8-inch) square of cheesecloth'}, {'quantity': '¾', 'unit': 'cup', 'name': 'white sugar'}, {'quantity': '1', 'unit': '(15 ounce) package', 'name': 'dark raisins'}, {'quantity': '1', 'unit': '(6 ounce) package', 'name': 'blanched slivered almonds'}",,,https://cdn.jwplayer.com/v2/media/h0ndICdo/poster.jpg?width=720
Fruit Punch,https://www.allrecipes.com/recipe/32372/fruit-punch/,"{'quantity': '1', 'unit': '(2 liter) bottle', 'name': 'ginger ale, chilled'}, {'quantity': '1', 'unit': '(64 fluid ounce) bottle', 'name': 'fruit punch, chilled'}, {'quantity': '1', 'unit': '(64 fluid ounce) bottle', 'name': 'unsweetened pineapple juice, chilled'}, {'quantity': '½', 'unit': 'gallon', 'name': 'orange sherbet'}","Combine ginger ale, fruit punch, and pineapple juice together in a punch bowl; add scoops of sherbet into the punch. Wait for the sherbet to begin melting, approximately 10 minutes; stir gently and serve.","calories: 43, carbs: 11g, protein: 0g, servings: 60",https://cdn.jwplayer.com/v2/media/op72x2Oo/poster.jpg?width=720
Party Punch,https://www.allrecipes.com/recipe/46659/party-punch-iii/,"{'quantity': '1', 'unit': '(2 liter) bottle', 'name': 'fruit punch, chilled'}, {'quantity': '1', 'unit': '(64 fluid ounce) bottle', 'name': 'orange juice, chilled'}, {'quantity': '1', 'unit': '(2 liter) bottle', 'name': 'ginger ale, chilled'}",Gather all ingredients.. Combine fruit punch and orange juice in a punch bowl.. Slowly pour ginger ale down the side of the bowl to retain carbonation.. Ready to serve. Enjoy!,"calories: 100, fat: 0g, carbs: 24g, protein: 1g, servings: 24",https://cdn.jwplayer.com/v2/media/Tany4ouX/poster.jpg?width=720
Brandy Slush,https://www.allrecipes.com/recipe/32413/brandy-slush-i/,"{'quantity': '4', 'unit': '(2g) bags', 'name': 'green tea'}, {'quantity': '5', 'unit': 'cups', 'name': 'boiling water, divided'}, {'quantity': '1', 'unit': 'cup', 'name': 'white sugar'}, {'quantity': '2', 'unit': 'cups', 'name': 'brandy'}, {'quantity': '1', 'unit': '(12 fluid ounce) can', 'name': 'frozen lemonade concentrate'}, {'quantity': '1', 'unit': '(12 fluid ounce) can', 'name': 'frozen orange juice concentrate'}, {'quantity': '1', 'unit': '(2 liter) bottle', 'name': 'lemon-lime flavored carbonated beverage'}","Steep tea bags in 2 cups boiling water for 10 minutes.. Meanwhile, place remaining 3 cups boiling water in a 9x13-inch pan. Stir in sugar until dissolved. Stir in brandy, lemonade concentrate, and orange juice concentrate until combined.. Remove tea bags and stir tea into brandy mixture. Freeze 8 hours to overnight.. To serve, scoop desired amount into a glass. Fill the glass with lemon-lime soda; stir.",,https://www.allrecipes.com/thmb/30a0aNPRrpWbrijCojU1EDMJpPE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/348638-ed032f600340472d8a5855b124b790da.jpg
Lime Sherbet Punch,https://www.allrecipes.com/recipe/220562/lime-sherbet-punch/,"{'quantity': '2', 'unit': 'quarts', 'name': 'lime sherbet'}, {'quantity': '2', 'unit': '(2 liter) bottles', 'name': 'ginger ale'}, {'quantity': '1', 'unit': '(46 fluid ounce) can', 'name': 'pineapple juice'}, {'quantity': '1', 'unit': '(4 ounce) jar', 'name': 'maraschino cherries, drained'}, {'quantity': '1', 'unit': '', 'name': 'lemon, sliced'}, {'quantity': '1', 'unit': '', 'name': 'lime, sliced'}",Scoop lime sherbet into a punch bowl; pour in ginger ale and pineapple juice. Stir well.. Stir in maraschino cherries and float lemon and lime slices in the punch.,"calories: 246, fat: 2g, carbs: 58g, protein: 1g, servings: 18",https://www.allrecipes.com/thmb/3tPuWtP3AKN2nAyz0tx7kRhrSWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/808249-688b9b6d7612483082c651790d880d0f.jpg
Luscious Slush Punch,https://www.allrecipes.com/recipe/19163/luscious-slush-punch/,"{'quantity': '6', 'unit': 'cups', 'name': 'water'}, {'quantity': '2 ½', 'unit': 'cups', 'name': 'white sugar'}, {'quantity': '2', 'unit': '(3 ounce) packages', 'name': 'strawberry flavored Jell-O mix'}, {'quantity': '1', 'unit': '(46 fluid ounce) can', 'name': 'pineapple juice'}, {'quantity': '⅔', 'unit': 'cup', 'name': 'lemon juice'}, {'quantity': '1', 'unit': 'quart', 'name': 'orange juice'}, {'quantity': '2', 'unit': '(2 liter) bottles', 'name': 'lemon-lime flavored carbonated beverage'}","Bring water, sugar, and strawberry-flavored gelatin to a boil in a large saucepan; boil for 3 minutes. Stir in pineapple juice, lemon juice, and orange juice.. Divide mixture into two separate containers and freeze.. Combine contents of 1 container frozen juice mixture with 1 bottle lemon-lime flavored carbonated beverage in a punch bowl; stir until slushy. Repeat with remaining portions as needed.","calories: 108, fat: 0g, carbs: 27g, protein: 1g, servings: 50",https://cdn.jwplayer.com/v2/media/0Bqrkn6n/poster.jpg?width=720
Moose Milk,https://www.allrecipes.com/recipe/230533/moose-milk/,"{'quantity': '1', 'unit': 'gallon', 'name': 'vanilla ice cream, softened'}, {'quantity': '1', 'unit': 'gallon', 'name': 'milk'}, {'quantity': '4 ¾', 'unit': 'cups', 'name': 'dark rum'}, {'quantity': '4 ¾', 'unit': 'cups', 'name': 'coffee-flavored liqueur (such as Kahlua®)'}, {'quantity': '4 ¾', 'unit': 'cups', 'name': 'vodka'}, {'quantity': '1', 'unit': 'pinch', 'name': 'ground nutmeg, or to taste'}","Combine ice cream, milk, rum, coffee liqueur, and vodka in a large punch bowl; whisk until frothy and liquified.. Ladle into punch glasses and garnish with nutmeg.","calories: 277, fat: 6g, carbs: 20g, protein: 4g, servings: 56",https://www.allrecipes.com/thmb/UP5FmZWZ5KXroZKSvWQbY-bwDIY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1869720-9fd9fe8068c74b219a7cc99f5105779c.jpg
Sangria Cocktail,https://www.allrecipes.com/recipe/222520/sangria-cocktail/,"{'quantity': '¾', 'unit': 'cup', 'name': 'superfine sugar'}, {'quantity': '1', 'unit': 'cup', 'name': 'tap water'}, {'quantity': '1', 'unit': '', 'name': 'orange, sliced'}, {'quantity': '1', 'unit': '', 'name': 'lime, sliced'}, {'quantity': '5', 'unit': '(750 milliliter) bottles', 'name': 'red wine'}, {'quantity': '12', 'unit': 'cubes', 'name': 'ice cubes'}, {'quantity': '6', 'unit': 'fluid ounces', 'name': 'sparkling water'}, {'quantity': '1', 'unit': 'cup', 'name': 'fresh raspberries, blackberries, blueberries, or halved strawberries'}","Dissolve sugar in tap water in a large pitcher. Add orange slices, lime slices, and wine. Stir in ice cubes until cold. Top with sparkling water. Serve in red-wine glasses, with fresh berries in each glass.","calories: 128, carbs: 9g, protein: 0g, servings: 30",https://cdn.jwplayer.com/v2/media/PbfAZqG3/thumbnails/8YNovZ7j.jpg
Baby Blue Punch,https://www.allrecipes.com/recipe/70551/baby-blue-punch/,"{'quantity': '1', 'unit': '(0.13 ounce) package', 'name': 'blue, berry flavored unsweetened drink mix'}, {'quantity': '1', 'unit': '(2 liter) bottle', 'name': 'lemon-lime flavored carbonated beverage'}, {'quantity': '1', 'unit': '(64 fluid ounce) bottle', 'name': 'white cranberry juice'}, {'quantity': '8', 'unit': 'scoops', 'name': 'vanilla ice cream'}, {'quantity': '1', 'unit': 'cup', 'name': 'white sugar, or to taste'}","Stir drink mix, lemon-lime soda, and white cranberry juice together in a large punch bowl. Taste, and stir in sugar to your liking.. Float scoops of ice cream on top. The ice cream will start to melt and look like frothy white clouds floating on top.","calories: 121, fat: 1g, carbs: 28g, protein: 0g, servings: 24",https://cdn.jwplayer.com/v2/media/hcTP3a9S/poster.jpg?width=720
White Peachy Sangria,https://www.allrecipes.com/recipe/223329/white-peachy-sangria/,"{'quantity': '4', 'unit': '(750 milliliter) bottles', 'name': 'Moscato wine'}, {'quantity': '4', 'unit': '(12 fluid ounce) cans or bottles', 'name': 'lemon-lime soda (such as Sprite)'}, {'quantity': '1', 'unit': 'cup', 'name': 'brandy'}, {'quantity': '1', 'unit': 'cup', 'name': 'peach schnapps'}, {'quantity': '2', 'unit': '', 'name': 'fresh peaches, pitted and sliced'}, {'quantity': '1', 'unit': '(16 ounce) package', 'name': 'fresh strawberries, sliced'}, {'quantity': '2', 'unit': '', 'name': 'mangos - peeled, seeded, and sliced'}, {'quantity': '½', 'unit': '', 'name': 'fresh pineapple - peeled, cored, and cut into chunks'}, {'quantity': '1', 'unit': '(6 ounce) container', 'name': 'fresh raspberries'}","Stir Moscato wine, lemon-lime soda, brandy, peach schnapps, peaches, strawberries, mangos, pineapple chunks, and raspberries together in a large container. Chill the sangria for 8 hours or overnight.","calories: 376, fat: 0g, carbs: 41g, protein: 1g, servings: 20",https://www.allrecipes.com/thmb/uz0pOWl7xju8N7kpWz_2HCIbhZE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/223329-White-Peachy-Sangria-Caelynne_5455009_original-4x3-1-8a93bc5db2404e3b84c49b8d671d9cbf.jpg
Party Punch V,https://www.allrecipes.com/recipe/32696/party-punch-v/,"{'quantity': '1', 'unit': '(12 fluid ounce) can', 'name': 'frozen orange juice concentrate'}, {'quantity': '3', 'unit': 'cups', 'name': 'water'}, {'quantity': '1', 'unit': '(46 fluid ounce) can', 'name': 'pineapple juice'}, {'quantity': '1', 'unit': 'liter', 'name': 'ginger ale'}","In a punch bowl, combine orange juice, water and pineapple juice; chill. Stir in ginger ale just before serving.","calories: 67, fat: 0g, carbs: 16g, protein: 1g, servings: 24",https://www.allrecipes.com/thmb/kqPgKhvC9GNCM8XQ0Dj3oKLmSF8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/29560-82824c9494d84d1fb593ba62d815f48c.jpg
Orange Dream Punch,https://www.allrecipes.com/recipe/32364/orange-dream-punch/,"{'quantity': '½', 'unit': 'gallon', 'name': 'orange sherbet'}, {'quantity': '1', 'unit': '(6 ounce) can', 'name': 'frozen orange juice concentrate'}, {'quantity': '1', 'unit': '(2 liter) bottle', 'name': 'ginger ale'}",Place sherbet and frozen orange juice concentrate in a punch bowl. Allow to thaw for 10 to 15 minutes. Stir in ginger ale.,"calories: 34, carbs: 8g, protein: 0g, servings: 30",https://www.allrecipes.com/thmb/jhapPswp7EvtV_3k1zAZgU58fDM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/383104-daf2280aac3e4c34986787a0aa9a8236.jpg
Watermelon Sangria,https://www.allrecipes.com/recipe/202438/watermelon-sangria/,"{'quantity': '12', 'unit': 'cups', 'name': 'cubed watermelon, divided'}, {'quantity': '1', 'unit': '(750 milliliter) bottle', 'name': 'dry white wine'}, {'quantity': '1', 'unit': 'cup', 'name': 'vodka'}, {'quantity': '½', 'unit': 'cup', 'name': 'triple sec'}, {'quantity': '½', 'unit': 'cup', 'name': 'simple syrup'}, {'quantity': '1', 'unit': '', 'name': 'orange, cut into wedges'}, {'quantity': '1', 'unit': 'cup', 'name': 'fresh blueberries'}, {'quantity': '1', 'unit': 'medium', 'name': 'lime, quartered'}","Place 9 cups of watermelon cubes in a blender; blend on high until very smooth. Strain juice through a mesh strainer into a large pitcher.. Pour wine, vodka, triple sec, and simple syrup into the pitcher; stir to combine. Add remaining 3 cups of watermelon cubes, orange sections, blueberries, and lime quarters; chill sangria for 4 hours before serving.",,https://cdn.jwplayer.com/v2/media/XqZtA6Yv/poster.jpg?width=720
White Sangria,https://www.allrecipes.com/recipe/23537/white-sangria/,"{'quantity': '½', 'unit': 'cup', 'name': 'peach schnapps'}, {'quantity': '½', 'unit': 'cup', 'name': 'cognac'}, {'quantity': '¼', 'unit': 'cup', 'name': 'white sugar'}, {'quantity': '4', 'unit': '', 'name': 'oranges, sliced into rounds'}, {'quantity': '2', 'unit': '', 'name': 'mangos, peeled and sliced'}, {'quantity': '4', 'unit': '(750 milliliter) bottles', 'name': 'dry white wine, chilled'}, {'quantity': '1', 'unit': 'liter', 'name': 'ginger ale, chilled'}",,,https://www.allrecipes.com/thmb/karOppDUGhw-ExlduLf9WdafWa0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7728999-1e588f92ede94766b64a69bce912d3d4.jpg
Luau Punch,https://www.allrecipes.com/recipe/20552/luau-punch/,"{'quantity': '1', 'unit': '(46 fluid ounce) can', 'name': 'pineapple juice'}, {'quantity': '1', 'unit': '(6 ounce) can', 'name': 'frozen orange juice concentrate, thawed'}, {'quantity': '2', 'unit': 'liters', 'name': 'lemon-lime flavored carbonated beverage'}",Pour pineapple juice and orange juice concentrate into an empty gallon milk jug or pitcher; shake to mix. Pour in lemon-lime soda. You may need to let the fizz settle and then return to pouring. Leave some room at the top of the gallon pitcher to allow for expansion as it freezes. Freeze for 8 to 10 hours.. Let the punch start to thaw 2 to 3 hours before serving. Serve slushy.,"calories: 182, fat: 0g, carbs: 45g, protein: 1g, servings: 10",https://cdn.jwplayer.com/v2/media/8B32VtXl/poster.jpg?width=720
Easy Berry Sangria,https://www.allrecipes.com/recipe/233301/easy-berry-sangria/,"{'quantity': '1', 'unit': '(750 milliliter) bottle', 'name': 'chilled mild red wine (such as Lambrusco)'}, {'quantity': '1', 'unit': '', 'name': 'apple, cubed'}, {'quantity': '1', 'unit': 'cup', 'name': 'sliced strawberries'}, {'quantity': '1', 'unit': 'cup', 'name': 'raspberries'}, {'quantity': '1', 'unit': 'cup', 'name': 'pitted and sliced cherries'}, {'quantity': '1', 'unit': 'cup', 'name': 'blueberries'}, {'quantity': '1', 'unit': 'cup', 'name': 'blackberries'}, {'quantity': '¾', 'unit': 'cup', 'name': 'brandy'}, {'quantity': '2', 'unit': 'cups', 'name': 'lemon-lime soda'}","Mix wine, apple, strawberries, raspberries, cherries, blueberries, blackberries, and brandy together in a pitcher; refrigerate for at least 1 hour. Stir lemon-lime soda into wine mixture.","calories: 225, fat: 1g, carbs: 22g, protein: 1g, servings: 8",https://www.allrecipes.com/thmb/a1hhI8hX3T6PgMJt5GQQQJqxLLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7752850-1fca524cd4de459f83c6b26d60d26e35.jpg
